ppm,intensity
14.970286573632794,4147.75
14.969972951175126,3765.25
14.969659328717459,3468.0
14.96934570625979,3729.25
14.969032083802123,4471.25
14.968718461344455,5061.75
14.968404838886787,5079.25
14.96809121642912,4220.0
14.967777593971451,3806.75
14.967463971513784,4336.25
14.967150349056116,4142.75
14.966836726598448,2852.75
14.96652310414078,2208.25
14.966209481683112,2737.5
14.965895859225444,4049.75
14.965582236767776,4367.75
14.965268614310109,4145.25
14.96495499185244,4231.25
14.964641369394773,4355.0
14.964327746937105,3986.75
14.964014124479437,4404.0
14.96370050202177,4707.25
14.963386879564101,3609.75
14.963073257106434,2588.75
14.962759634648766,2505.75
14.962446012191098,2070.5
14.96213238973343,1747.0
14.961818767275762,1733.25
14.961505144818094,1378.25
14.961191522360425,1666.5
14.960877899902757,2630.5
14.960564277445089,3360.25
14.960250654987421,3740.5
14.959937032529753,3559.5
14.959623410072085,3328.0
14.959309787614417,3647.25
14.95899616515675,3683.75
14.958682542699082,3264.5
14.958368920241414,4036.5
14.958055297783746,4956.25
14.957741675326078,4467.0
14.95742805286841,4090.0
14.957114430410742,3966.0
14.956800807953075,3129.25
14.956487185495407,2227.25
14.956173563037739,1904.5
14.955859940580071,2654.5
14.955546318122403,4137.5
14.955232695664735,5944.25
14.954919073207067,6561.75
14.9546054507494,6587.0
14.954291828291732,6148.25
14.953978205834064,5164.0
14.953664583376396,5255.5
14.953350960918728,6117.25
14.95303733846106,5841.75
14.952723716003392,5434.25
14.952410093545724,4811.5
14.952096471088055,2923.5
14.951782848630387,1959.25
14.95146922617272,1828.5
14.951155603715051,2267.25
14.950841981257383,3183.5
14.950528358799716,3941.0
14.950214736342048,3979.75
14.94990111388438,3446.0
14.949587491426712,3295.75
14.949273868969044,3470.75
14.948960246511376,3297.5
14.948646624053708,3710.75
14.94833300159604,4144.5
14.948019379138373,5266.5
14.947705756680705,6265.75
14.947392134223037,6287.75
14.947078511765369,6512.0
14.946764889307701,5873.0
14.946451266850033,5432.0
14.946137644392365,5269.0
14.945824021934698,5050.75
14.94551039947703,4257.25
14.945196777019362,3897.5
14.944883154561694,3938.5
14.944569532104026,3200.75
14.944255909646358,3788.75
14.94394228718869,4356.0
14.943628664731023,4499.75
14.943315042273355,5218.0
14.943001419815685,5758.75
14.942687797358017,5431.5
14.94237417490035,6041.25
14.942060552442681,6510.0
14.941746929985014,5902.25
14.941433307527346,5485.5
14.941119685069678,4788.0
14.94080606261201,3840.5
14.940492440154342,3554.25
14.940178817696674,3038.0
14.939865195239006,2586.0
14.939551572781339,2193.0
14.93923795032367,2220.0
14.938924327866003,2191.25
14.938610705408335,1959.75
14.938297082950667,1937.75
14.937983460493,2241.0
14.937669838035331,2143.0
14.937356215577664,2882.0
14.937042593119996,4167.5
14.936728970662328,4970.0
14.93641534820466,5163.25
14.936101725746992,5993.0
14.935788103289324,5831.75
14.935474480831656,5934.0
14.935160858373989,6101.25
14.93484723591632,5606.75
14.934533613458653,4608.75
14.934219991000983,4558.0
14.933906368543315,5106.25
14.933592746085647,5108.5
14.93327912362798,5445.25
14.932965501170312,5928.75
14.932651878712644,6247.25
14.932338256254976,6803.75
14.932024633797308,7445.25
14.93171101133964,6774.5
14.931397388881972,5432.25
14.931083766424305,4364.25
14.930770143966637,4104.0
14.930456521508969,4741.0
14.930142899051301,5342.5
14.929829276593633,5443.5
14.929515654135965,5598.25
14.929202031678297,5071.25
14.92888840922063,4925.0
14.928574786762962,4261.5
14.928261164305294,4339.0
14.927947541847626,5189.25
14.927633919389958,5075.5
14.92732029693229,5020.75
14.927006674474622,4918.0
14.926693052016955,3774.0
14.926379429559287,2787.5
14.926065807101619,2708.75
14.925752184643951,2627.25
14.925438562186283,3501.25
14.925124939728615,4430.75
14.924811317270946,4196.25
14.924497694813278,3092.75
14.92418407235561,2543.25
14.923870449897942,3235.0
14.923556827440274,4637.25
14.923243204982606,4911.0
14.922929582524938,4447.0
14.92261596006727,4514.25
14.922302337609603,4607.0
14.921988715151935,3530.25
14.921675092694267,3649.25
14.921361470236599,5042.75
14.921047847778931,5643.25
14.920734225321263,5921.25
14.920420602863596,5975.5
14.920106980405928,5222.0
